"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_5","2023-10-19 09:25:00","Round 1","5","Dplus Kia","G2 Esports","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_5","2023-10-19 09:25:00","Round 1","5","G2 Esports","Dplus Kia","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_6","2023-10-19 10:40:00","Round 1","6","Weibo Gaming","NRG","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_6","2023-10-19 10:40:00","Round 1","6","NRG","Weibo Gaming","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_7","2023-10-19 11:36:00","Round 1","7","LNG Esports","Fnatic","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_7","2023-10-19 11:36:00","Round 1","7","Fnatic","LNG Esports","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_8","2023-10-19 12:33:00","Round 1","8","KT Rolster","Bilibili Gaming","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 1_8","2023-10-19 12:33:00","Round 1","8","Bilibili Gaming","KT Rolster","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_1","2023-10-20 05:11:00","Round 2","1","Team Liquid","NRG","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_1","2023-10-20 05:11:00","Round 2","1","NRG","Team Liquid","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_2","2023-10-20 06:51:00","Round 2","2","LNG Esports","Cloud9","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_2","2023-10-20 06:51:00","Round 2","2","Cloud9","LNG Esports","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_3","2023-10-20 07:33:00","Round 2","3","Team BDS","MAD Lions","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_3","2023-10-20 07:33:00","Round 2","3","MAD Lions","Team BDS","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_4","2023-10-20 08:29:00","Round 2","4","GAM Esports","Fnatic","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_4","2023-10-20 08:29:00","Round 2","4","Fnatic","GAM Esports","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_5","2023-10-20 09:21:00","Round 2","5","Gen.G","T1","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_5","2023-10-20 09:21:00","Round 2","5","T1","Gen.G","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_6","2023-10-20 10:16:00","Round 2","6","Weibo Gaming","G2 Esports","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_6","2023-10-20 10:16:00","Round 2","6","G2 Esports","Weibo Gaming","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_7","2023-10-20 11:23:00","Round 2","7","JD Gaming","Bilibili Gaming","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_7","2023-10-20 11:23:00","Round 2","7","Bilibili Gaming","JD Gaming","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_8","2023-10-20 12:12:00","Round 2","8","Dplus Kia","KT Rolster","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 2_8","2023-10-20 12:12:00","Round 2","8","KT Rolster","Dplus Kia","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_1","2023-10-21 08:47:00","Round 3","1","LNG Esports","JD Gaming","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_1","2023-10-21 08:47:00","Round 3","1","JD Gaming","LNG Esports","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_2","2023-10-21 10:28:00","Round 3","2","Gen.G","G2 Esports","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_2","2023-10-21 10:28:00","Round 3","2","G2 Esports","Gen.G","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_3","2023-10-22 07:11:00","Round 3","3","Cloud9","T1","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_3","2023-10-22 07:11:00","Round 3","3","T1","Cloud9","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_4","2023-10-22 07:58:00","Round 3","4","MAD Lions","NRG","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_4","2023-10-22 07:58:00","Round 3","4","NRG","MAD Lions","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_5","2023-10-22 09:09:00","Round 3","5","Fnatic","Bilibili Gaming","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_5","2023-10-22 09:09:00","Round 3","5","Bilibili Gaming","Fnatic","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_6","2023-10-22 10:06:00","Round 3","6","KT Rolster","Weibo Gaming","Win",1,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_6","2023-10-22 10:06:00","Round 3","6","Weibo Gaming","KT Rolster","Loss",0,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_7","2023-10-23 08:47:00","Round 3","7","Team Liquid","GAM Esports","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_7","2023-10-23 08:47:00","Round 3","7","GAM Esports","Team Liquid","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_8","2023-10-23 10:36:00","Round 3","8","Team BDS","Dplus Kia","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 3_8","2023-10-23 10:36:00","Round 3","8","Dplus Kia","Team BDS","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_1","2023-10-26 08:59:00","Round 4","1","Cloud9","Fnatic","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_1","2023-10-26 08:59:00","Round 4","1","Fnatic","Cloud9","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_2","2023-10-26 10:55:00","Round 4","2","MAD Lions","Weibo Gaming","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_2","2023-10-26 10:55:00","Round 4","2","Weibo Gaming","MAD Lions","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_3","2023-10-27 08:01:00","Round 4","3","Dplus Kia","GAM Esports","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_3","2023-10-27 08:01:00","Round 4","3","GAM Esports","Dplus Kia","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_4","2023-10-27 10:40:00","Round 4","4","LNG Esports","KT Rolster","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_4","2023-10-27 10:40:00","Round 4","4","KT Rolster","LNG Esports","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_5","2023-10-28 08:05:00","Round 4","5","NRG","G2 Esports","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_5","2023-10-28 08:05:00","Round 4","5","G2 Esports","NRG","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_6","2023-10-28 09:45:00","Round 4","6","Bilibili Gaming","T1","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 4_6","2023-10-28 09:45:00","Round 4","6","T1","Bilibili Gaming","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_1","2023-10-29 05:04:00","Round 5","1","KT Rolster","Dplus Kia","Win",2,0
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_1","2023-10-29 05:04:00","Round 5","1","Dplus Kia","KT Rolster","Loss",0,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_2","2023-10-29 07:58:00","Round 5","2","Weibo Gaming","Fnatic","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_2","2023-10-29 07:58:00","Round 5","2","Fnatic","Weibo Gaming","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_3","2023-10-29 10:48:00","Round 5","3","G2 Esports","Bilibili Gaming","Loss",1,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Round 5_3","2023-10-29 10:48:00","Round 5","3","Bilibili Gaming","G2 Esports","Win",2,1
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Semifinals_1","2023-11-11 11:37:00","Semifinals","1","Weibo Gaming","Bilibili Gaming","Win",3,2
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Semifinals_1","2023-11-11 11:37:00","Semifinals","1","Bilibili Gaming","Weibo Gaming","Loss",2,3
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Semifinals_2","2023-11-12 10:49:00","Semifinals","2","JD Gaming","T1","Loss",1,3
"2023 Season World Championship/Main Event","Worlds 2023 Main Event","Worlds 2023","World Championship","International",2023,"2023 Season World Championship/Main Event_Semifinals_2","2023-11-12 10:49:00","Semifinals","2","T1","JD Gaming","Win",3,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Finals_1","2024-11-02 17:54:00","Finals","1","Bilibili Gaming","T1","Loss",2,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Finals_1","2024-11-02 17:54:00","Finals","1","T1","Bilibili Gaming","Win",3,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_1","2024-10-17 15:13:00","Quarterfinals","1","Weibo Gaming","LNG Esports","Win",3,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_1","2024-10-17 15:13:00","Quarterfinals","1","LNG Esports","Weibo Gaming","Loss",1,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_2","2024-10-18 14:54:00","Quarterfinals","2","Bilibili Gaming","Hanwha Life Esports","Win",3,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_2","2024-10-18 14:54:00","Quarterfinals","2","Hanwha Life Esports","Bilibili Gaming","Loss",1,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_3","2024-10-19 14:02:00","Quarterfinals","3","Top Esports","T1","Loss",0,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_3","2024-10-19 14:02:00","Quarterfinals","3","T1","Top Esports","Win",3,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_4","2024-10-20 15:57:00","Quarterfinals","4","Gen.G","FlyQuest","Win",3,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Quarterfinals_4","2024-10-20 15:57:00","Quarterfinals","4","FlyQuest","Gen.G","Loss",2,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_1","2024-10-03 12:15:00","Round 1","1","Bilibili Gaming","MAD Lions KOI","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_1","2024-10-03 12:15:00","Round 1","1","MAD Lions KOI","Bilibili Gaming","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_2","2024-10-03 13:32:00","Round 1","2","T1","Top Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_2","2024-10-03 13:32:00","Round 1","2","Top Esports","T1","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_3","2024-10-03 14:28:00","Round 1","3","Gen.G","Weibo Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_3","2024-10-03 14:28:00","Round 1","3","Weibo Gaming","Gen.G","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_4","2024-10-03 15:38:00","Round 1","4","Dplus Kia","Fnatic","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_4","2024-10-03 15:38:00","Round 1","4","Fnatic","Dplus Kia","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_5","2024-10-03 16:37:00","Round 1","5","Team Liquid","LNG Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_5","2024-10-03 16:37:00","Round 1","5","LNG Esports","Team Liquid","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_6","2024-10-03 17:40:00","Round 1","6","Hanwha Life Esports","PSG Talon","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_6","2024-10-03 17:40:00","Round 1","6","PSG Talon","Hanwha Life Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_7","2024-10-03 18:35:00","Round 1","7","GAM Esports","FlyQuest","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_7","2024-10-03 18:35:00","Round 1","7","FlyQuest","GAM Esports","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_8","2024-10-03 19:26:00","Round 1","8","G2 Esports","paiN Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 1_8","2024-10-03 19:26:00","Round 1","8","paiN Gaming","G2 Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_1","2024-10-04 12:13:00","Round 2","1","LNG Esports","Bilibili Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_1","2024-10-04 12:13:00","Round 2","1","Bilibili Gaming","LNG Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_2","2024-10-04 13:06:00","Round 2","2","Gen.G","Top Esports","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_2","2024-10-04 13:06:00","Round 2","2","Top Esports","Gen.G","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_3","2024-10-04 14:03:00","Round 2","3","G2 Esports","Hanwha Life Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_3","2024-10-04 14:03:00","Round 2","3","Hanwha Life Esports","G2 Esports","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_4","2024-10-04 15:12:00","Round 2","4","Weibo Gaming","Team Liquid","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_4","2024-10-04 15:12:00","Round 2","4","Team Liquid","Weibo Gaming","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_5","2024-10-04 16:21:00","Round 2","5","paiN Gaming","T1","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_5","2024-10-04 16:21:00","Round 2","5","T1","paiN Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_6","2024-10-04 17:09:00","Round 2","6","FlyQuest","Dplus Kia","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_6","2024-10-04 17:09:00","Round 2","6","Dplus Kia","FlyQuest","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_7","2024-10-04 18:04:00","Round 2","7","GAM Esports","Fnatic","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_7","2024-10-04 18:04:00","Round 2","7","Fnatic","GAM Esports","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_8","2024-10-04 19:03:00","Round 2","8","PSG Talon","MAD Lions KOI","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 2_8","2024-10-04 19:03:00","Round 2","8","MAD Lions KOI","PSG Talon","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_1","2024-10-05 13:12:00","Round 3","1","Dplus Kia","LNG Esports","Loss",0,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_1","2024-10-05 13:12:00","Round 3","1","LNG Esports","Dplus Kia","Win",2,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_2","2024-10-05 16:00:00","Round 3","2","Gen.G","Hanwha Life Esports","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_2","2024-10-05 16:00:00","Round 3","2","Hanwha Life Esports","Gen.G","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_3","2024-10-06 12:10:00","Round 3","3","Top Esports","Fnatic","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_3","2024-10-06 12:10:00","Round 3","3","Fnatic","Top Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_4","2024-10-06 13:00:00","Round 3","4","Bilibili Gaming","T1","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_4","2024-10-06 13:00:00","Round 3","4","T1","Bilibili Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_5","2024-10-06 13:58:00","Round 3","5","FlyQuest","PSG Talon","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_5","2024-10-06 13:58:00","Round 3","5","PSG Talon","FlyQuest","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_6","2024-10-06 15:07:00","Round 3","6","Weibo Gaming","G2 Esports","Loss",0,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_6","2024-10-06 15:07:00","Round 3","6","G2 Esports","Weibo Gaming","Win",1,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_7","2024-10-07 13:56:00","Round 3","7","MAD Lions KOI","GAM Esports","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_7","2024-10-07 13:56:00","Round 3","7","GAM Esports","MAD Lions KOI","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_8","2024-10-07 15:44:00","Round 3","8","Team Liquid","paiN Gaming","Win",2,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 3_8","2024-10-07 15:44:00","Round 3","8","paiN Gaming","Team Liquid","Loss",0,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_1","2024-10-10 13:10:00","Round 4","1","Dplus Kia","Top Esports","Loss",0,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_1","2024-10-10 13:10:00","Round 4","1","Top Esports","Dplus Kia","Win",2,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_2","2024-10-10 15:59:00","Round 4","2","Hanwha Life Esports","FlyQuest","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_2","2024-10-10 15:59:00","Round 4","2","FlyQuest","Hanwha Life Esports","Loss",1,2
