"tournament","tournament_group","overviewpage","team","nplayerinteam","player","role","flag"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",2,"AHaHaCiK","Jungle","Russia"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",3,"Nomanz","Mid","Russia"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",4,"Gadget","Bot","Belarus"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",5,"SaNTaS","Support","Russia"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",6,"Sheepy","Coach","Germany"
"Worlds 2020 Main Event","Worlds 2020","2020 Season World Championship/Main Event","Unicorns of Love.CIS",7,"Invi","Coach","Russia"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",1,"Ssumday","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",2,"Closer (Can Çelik)","Jungle","Turkey"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",3,"Abbedagge","Mid","Germany"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",4,"FBI","Bot","Australia"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",5,"huhi","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",6,"Reapered","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","100 Thieves",7,"Freeze","Coach","Czech Republic"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",1,"Fudge","Top","Australia"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",2,"Blaber","Jungle","United States"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",3,"Perkz","Mid","Croatia"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",4,"Zven","Bot","Denmark"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",5,"Vulcan (Philippe Laflamme)","Support","Canada"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",6,"Mithy","Coach","Spain"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Cloud9",7,"Reignover","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",1,"Evi","Top","Japan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",2,"Steal (Mun Geon-yeong)","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",3,"Aria (Lee Ga-eul)","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",4,"Yutapon","Bot","Japan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",5,"Gaeng","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",6,"Kazu","Coach","Japan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DetonatioN FocusMe",7,"Yang (Yang Gwang-pyo)","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",1,"Khan","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",2,"Canyon","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",3,"ShowMaker","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",4,"Ghost (Jang Yong-jun)","Bot","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",5,"BeryL","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",6,"kkOma","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","DWG KIA",7,"PoohManDu","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",1,"Flandre","Top","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",2,"JieJie","Jungle","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",3,"Scout","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",4,"Viper (Park Do-hyeon)","Bot","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",5,"Meiko","Support","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",6,"Maokai (Yang Ji-Song)","Coach","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","EDward Gaming",7,"KenZhu","Coach","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",1,"Adam (Adam Maanane)","Top","France"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",2,"Bwipo","Jungle","Belgium"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",3,"Nisqy","Mid","Belgium"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",4,"BEAN (Louis Schmitz)","Bot","Germany"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",5,"Hylissang","Support","Bulgaria"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Fnatic",6,"YamatoCannon","Coach","Sweden"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",1,"Nuguri","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",2,"Tian","Jungle","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",3,"Doinb","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",4,"Lwx","Bot","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",5,"Crisp","Support","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",6,"Steak","Coach","Taiwan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","FunPlus Phoenix",7,"REFRA1N","Coach","Taiwan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",1,"Rascal","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",2,"Burdol","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",3,"Clid","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",4,"Bdd","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",5,"Ruler","Bot","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",6,"Life","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",7,"oDin (Ju Yeong-dal)","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Gen.G",8,"Ggoong","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",1,"Morgan","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",2,"Willer","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",3,"Chovy","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",4,"Deft","Bot","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",5,"Vsta","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",6,"Kezman","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Hanwha Life Esports",7,"Sudal","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",1,"Ale","Top","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",2,"Tarzan (Lee Seung-yong)","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",3,"icon","Mid","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",4,"Light (Wang Guang-Yu)","Bot","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",5,"Iwandy","Support","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",6,"Rather","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","LNG Esports",7,"U","Coach","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",1,"Armut","Top","Turkey"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",2,"Elyoya","Jungle","Spain"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",3,"Humanoid","Mid","Czech Republic"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",4,"Carzzy","Bot","Czech Republic"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",5,"Kaiser","Support","Germany"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",6,"Mac","Coach","United Kingdom"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","MAD Lions",7,"Kaas","Coach","Belgium"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",1,"Hanabi (Su Chia-Hsiang)","Top","Taiwan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",2,"River (Kim Dong-woo)","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",3,"Maple (Huang Yi-Tang)","Mid","Taiwan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",4,"Unified","Bot","Hong Kong"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",5,"Kaiwing","Support","Hong Kong"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","PSG Talon",6,"Helper (Kwon Yeong-jae)","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",1,"Odoamne","Top","Romania"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",2,"Inspired","Jungle","Poland"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",3,"Larssen","Mid","Sweden"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",4,"Hans sama","Bot","France"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",5,"Trymbi","Support","Poland"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",6,"fredy122","Coach","United Kingdom"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Rogue (European Team)",7,"Blumigan","Coach","Sweden"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",1,"Xiaohu","Top","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",2,"Wei (Yan Yang-Wei)","Jungle","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",3,"Cryin","Mid","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",4,"GALA","Bot","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",5,"Ming (Shi Sen-Ming)","Support","China"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Royal Never Give Up",6,"Poppy (Chang Po-Hao)","Coach","Taiwan"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",1,"Canna","Top","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",2,"Oner","Jungle","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",3,"Faker","Mid","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",4,"Gumayusi","Bot","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",5,"Keria","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",6,"Stardust (Son Seok-hee)","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","T1",7,"Moment","Coach","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",1,"Alphari","Top","United Kingdom"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",2,"Santorin","Jungle","Denmark"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",3,"Jensen","Mid","Denmark"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",4,"Tactical","Bot","United States"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",5,"CoreJJ","Support","South Korea"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",6,"Kold","Coach","Denmark"
"Worlds 2021 Main Event","Worlds 2021","2021 Season World Championship/Main Event","Team Liquid",7,"H4xDefender","Coach","United States"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",1,"Ssumday","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",2,"Closer (Can Çelik)","Jungle","Turkey"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",3,"Abbedagge","Mid","Germany"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",4,"FBI","Bot","Australia"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",5,"huhi","Support","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",6,"Reapered","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","100 Thieves",7,"Freeze","Coach","Czech Republic"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",1,"Fudge","Top","Australia"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",2,"Blaber","Jungle","United States"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",3,"Jensen","Mid","Denmark"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",4,"Berserker (Kim Min-cheol)","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",5,"Zven","Support","Denmark"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",6,"Max Waldo","Coach","United States"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Cloud9",7,"Reven (Seong Sang-hyeon)","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",1,"Rest","Top","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",2,"Gemini","Jungle","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",3,"Mission","Mid","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",4,"Shunn","Bot","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",5,"Atlen","Bot","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",6,"Koala (Lin Chih-Chiang)","Support","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",7,"Achie","Coach","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","CTBC Flying Oyster",8,"Bob (Chang Shao-Tzu)","Coach","Taiwan"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",1,"Kingen","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",2,"Juhan","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",3,"Pyosik","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",4,"Zeka (Kim Geon-woo)","Mid","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",5,"Deft","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",6,"BeryL","Support","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",7,"Ssong","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DRX",8,"Mowgli","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",1,"Nuguri","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",2,"Canyon","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",3,"ShowMaker","Mid","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",4,"deokdam","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",5,"Kellin","Support","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",6,"Daeny","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","DWG KIA",7,"Zefa","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",1,"Flandre","Top","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",2,"JieJie","Jungle","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",3,"Scout","Mid","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",4,"Viper (Park Do-hyeon)","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",5,"Meiko","Support","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",6,"Maokai (Yang Ji-Song)","Coach","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","EDward Gaming",7,"Mni","Coach","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",1,"Impact","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",2,"Inspired","Jungle","Poland"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",3,"jojopyun","Mid","Canada"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",4,"Kaori","Bot","Turkey"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",5,"Vulcan (Philippe Laflamme)","Support","Canada"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",6,"Rigby","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Evil Geniuses.NA",7,"Turtle (Gabriel Peixoto)","Coach","Brazil"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",1,"Wunder","Top","Denmark"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",2,"Razork","Jungle","Spain"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",3,"Humanoid","Mid","Czech Republic"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",4,"Upset","Bot","Germany"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",5,"Hylissang","Support","Bulgaria"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",6,"YamatoCannon","Coach","Sweden"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Fnatic",7,"Shaves","Coach","United Kingdom"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",1,"BrokenBlade","Top","Germany"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",2,"Jankos","Jungle","Poland"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",3,"caPs","Mid","Denmark"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",4,"Flakked","Bot","Spain"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",5,"Targamas","Support","Belgium"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","G2 Esports",6,"Dylan Falco","Coach","Canada"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",1,"Kiaya","Top","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",2,"Levi","Jungle","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",3,"Kati","Mid","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",4,"Sty1e","Bot","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",5,"Bie","Support","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","GAM Esports",6,"JackieWind","Coach","Vietnam"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",1,"Doran (Choi Hyeon-joon)","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",2,"Peanut","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",3,"Chovy","Mid","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",4,"Ruler","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",5,"Lehends","Support","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",6,"Score","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Gen.G",7,"Mafa","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",1,"369","Top","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",2,"Kanavi","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",3,"Yagao","Mid","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",4,"Hope (Wang Jie)","Bot","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",5,"Missing","Support","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",6,"Homme","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","JD Gaming",7,"Vus5o","Coach","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",1,"Odoamne","Top","Romania"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",2,"Malrang","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",3,"Larssen","Mid","Sweden"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",4,"Comp","Bot","Greece"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",5,"Trymbi","Support","Poland"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",6,"fredy122","Coach","United Kingdom"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Rogue (European Team)",7,"Blumigan","Coach","Sweden"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",1,"Breathe","Top","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",2,"Wei (Yan Yang-Wei)","Jungle","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",3,"Xiaohu","Mid","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",4,"GALA","Bot","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",5,"Ming (Shi Sen-Ming)","Support","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",6,"KenZhu","Coach","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Royal Never Give Up",7,"Tabe","Coach","Hong Kong"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",1,"Zeus","Top","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",2,"Oner","Jungle","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",3,"Faker","Mid","South Korea"
