"tournament","league","region","year","champion","ingamerole","ban_count","pick_count","player_count","win_count","loss_count","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Leona","Support",42,85,15,38,47,46,300,546,659215,3362,266872
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lillia","Jungle",1,1,1,0,1,6,1,0,13870,226,7403
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lissandra","Mid",6,4,4,3,1,3,6,30,45062,1012,41939
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lucian","Bot",1,2,2,0,2,3,3,10,25736,638,30875
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lucian","Mid",1,1,1,0,1,2,4,0,10779,276,13587
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lulu","Support",8,11,7,6,5,6,18,85,90539,237,47577
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lux","Support",3,16,9,9,7,13,41,129,137985,485,167109
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Malphite","Top",2,3,3,2,1,2,11,21,30141,582,36477
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Malzahar","Mid",0,1,1,1,0,2,2,8,15075,319,11252
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Morgana","Support",0,1,1,1,0,0,4,19,9494,19,12798
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Nami","Support",0,1,1,0,1,1,1,6,6998,15,3828
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Nautilus","Support",39,76,14,40,36,50,263,541,576247,2786,296163
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Nidalee","Jungle",1,7,5,2,5,25,11,30,87406,1483,116666
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Nocturne","Jungle",0,1,1,1,0,1,1,8,11023,196,10595
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"None","No Pick",3,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Olaf","Jungle",2,4,3,2,2,11,7,9,42985,703,37402
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Orianna","Mid",10,19,8,8,11,31,43,106,258416,5977,264413
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ornn","Top",0,3,3,1,2,6,13,23,34160,667,36029
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Poppy","Jungle",35,26,11,15,11,32,59,162,290041,4863,172861
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Rakan","Support",33,29,9,19,10,21,59,261,239480,1279,118326
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Rek'Sai","Jungle",3,8,3,3,5,28,26,42,87308,1431,73824
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Rell","Support",0,6,3,3,3,1,22,42,43511,240,17951
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Renata Glasc","Support",5,17,9,9,8,14,41,136,130354,598,81536
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Renekton","Mid",85,2,2,0,2,7,4,3,28388,596,17104
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Renekton","Top",85,20,7,9,11,31,51,70,265490,5979,234399
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Rumble","Top",0,1,1,1,0,4,2,9,13398,255,22950
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ryze","Mid",88,54,12,27,27,122,94,307,754275,17449,681799
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ryze","Top",88,2,2,0,2,3,4,2,22087,542,25960
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Samira","Bot",2,8,6,4,4,33,26,28,98374,2052,92731
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sejuani","Jungle",0,1,1,0,1,0,1,6,10367,207,9288
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sejuani","Top",0,1,1,0,1,2,4,5,11692,230,18088
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Senna","Bot",1,3,3,0,3,5,7,10,34233,460,58293
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Seraphine","Support",0,3,3,1,2,0,5,21,22328,85,15352
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sett","Support",6,11,3,6,5,23,37,65,100152,553,72697
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Singed","Support",0,1,1,1,0,1,6,8,7564,26,4213
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sion","Top",1,9,5,3,6,10,24,43,97212,2118,91232
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sivir","Bot",0,1,1,1,0,5,2,8,18448,417,15666
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sona","Support",0,2,2,1,1,1,4,15,18186,48,10747
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sylas","Mid",10,10,6,4,6,27,25,30,115932,2502,113292
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Sylas","Top",10,1,1,0,1,0,2,2,9123,220,5802
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Syndra","Mid",20,21,7,10,11,45,54,103,268340,5923,352490
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Syndra","Bot",20,1,1,1,0,4,3,5,14761,333,15221
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Tahm Kench","Support",18,33,12,15,18,14,97,183,256878,1429,139292
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Talon","Jungle",2,2,2,2,0,4,5,14,25480,474,31079
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Thresh","Support",27,30,9,15,15,17,74,237,224278,1076,81344
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Tristana","Bot",0,4,3,1,3,11,14,15,58319,1371,54055
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Trundle","Jungle",2,9,6,2,7,18,22,35,84207,1368,62264
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Trundle","Support",2,1,1,0,1,0,3,9,7491,39,4392
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Tryndamere","Mid",85,3,3,2,1,11,3,9,39962,896,20684
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Tryndamere","Top",85,39,13,17,22,100,89,147,532659,11523,475791
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Twisted Fate","Mid",176,20,7,13,7,37,29,122,277779,5610,256740
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Udyr","Jungle",0,1,1,0,1,0,1,1,9591,203,5887
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Varus","Bot",3,8,4,3,5,18,19,39,115560,2673,143345
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Vayne","Bot",0,2,2,2,0,9,1,9,26271,553,20343
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Veigar","Mid",6,9,4,5,4,36,14,41,122566,2683,129495
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Vex","Mid",25,30,14,15,15,116,63,160,374220,7810,484684
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Vi","Jungle",0,1,1,0,1,1,2,4,10758,202,7743
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Viego","Jungle",16,42,15,22,20,136,91,207,500162,8378,343023
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Viktor","Bot",21,2,1,0,2,7,3,2,29339,645,42266
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Viktor","Mid",21,49,15,23,26,133,102,237,692634,15379,1035226
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Vladimir","Top",0,1,1,0,1,1,4,6,14911,342,15215
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Volibear","Jungle",13,17,9,9,8,35,42,84,167589,2711,120742
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Volibear","Top",13,1,1,0,1,1,2,3,9961,229,16666
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Xayah","Bot",3,22,10,13,9,71,28,110,339331,7618,456817
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Xin Zhao","Jungle",60,102,15,51,51,217,260,593,1124485,18713,889885
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Yasuo","Top",2,1,1,0,1,3,4,1,10534,228,6916
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Yasuo","Mid",2,1,1,0,1,2,0,3,18221,430,10450
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Yone","Mid",3,3,2,2,1,10,5,13,42936,958,48889
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Yuumi","Support",44,29,10,12,17,23,52,251,221247,353,264278
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Zac","Support",0,1,1,1,0,2,1,6,5630,34,4307
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Zeri","Bot",106,29,12,18,11,109,48,145,427212,9489,482239
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ziggs","Bot",6,4,3,2,2,7,6,21,47265,1064,64735
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Zilean","Mid",2,3,2,2,1,2,3,24,34541,794,24063
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Zilean","Support",2,5,3,3,2,3,10,39,37298,197,16210
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Zoe","Mid",8,10,7,5,5,20,13,30,119154,2627,140160
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Aatrox","Top",1,2,2,0,2,2,6,3,24770,576,22538
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Ahri","Mid",3,6,2,6,0,26,6,40,85397,1810,94164
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Akali","Mid",2,1,1,1,0,7,3,3,14406,255,16968
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Akali","Top",2,4,3,3,1,19,17,22,52386,943,60497
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Akshan","Top",0,1,1,0,1,0,5,2,7380,151,7015
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Alistar","Support",0,1,1,1,0,0,5,12,8191,36,3914
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Aphelios","Bot",8,3,3,0,3,10,10,6,40619,914,46531
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Caitlyn","Bot",19,1,1,1,0,10,0,2,14957,288,16675
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Camille","Top",2,7,6,3,4,21,23,36,87354,1643,83121
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Corki","Mid",6,4,3,2,2,15,7,20,65868,1406,81496
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Diana","Jungle",1,1,1,0,1,4,5,7,12408,195,17883
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Ezreal","Bot",0,4,2,1,3,10,8,16,57639,1336,68620
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Galio","Mid",3,2,2,0,2,2,5,10,24293,540,20899
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Gragas","Top",4,6,4,3,3,5,18,36,60350,1237,67027
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Graves","Top",0,2,2,1,1,4,8,7,29250,657,28195
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Gwen","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Hecarim","Jungle",11,2,1,2,0,5,7,15,22909,368,12382
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Irelia","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Jarvan IV","Jungle",1,1,1,0,1,0,2,6,10857,183,5292
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Jayce","Mid",8,2,1,1,1,10,6,15,28735,479,43666
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Jayce","Top",8,8,4,6,2,22,17,52,111025,2158,190607
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Jinx","Bot",1,9,3,7,2,44,13,52,135815,2857,164249
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Kai'Sa","Bot",1,1,1,1,0,5,1,7,16152,351,18494
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Karma","Support",8,4,2,1,3,3,7,22,31024,113,30087
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Kennen","Top",2,2,1,2,0,7,4,10,24443,458,24694
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"LeBlanc","Mid",7,4,3,0,4,7,10,11,47170,1108,57645
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Lee Sin","Jungle",8,12,5,7,5,30,37,75,130204,2165,92083
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Leona","Support",2,11,5,5,6,5,37,77,82052,422,31350
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Lucian","Mid",0,1,1,1,0,6,3,6,18352,385,20763
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Lucian","Top",0,1,1,0,1,9,8,2,14385,223,24194
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Lux","Support",0,1,1,1,0,0,1,9,6805,28,8776
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Malphite","Top",3,1,1,0,1,1,7,2,10055,194,12363
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Miss Fortune","Bot",3,3,1,1,2,17,9,10,42522,855,54321
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Nautilus","Support",7,9,4,4,5,9,36,83,71210,340,39418
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Nidalee","Jungle",0,1,1,0,1,4,3,5,13539,251,18982
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Nocturne","Jungle",2,4,3,3,1,9,7,28,41654,746,33590
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Ornn","Top",1,4,2,2,2,2,10,26,38549,794,33444
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Poppy","Jungle",1,1,1,1,0,2,2,10,10892,161,6269
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Rakan","Support",7,5,4,2,3,3,13,38,38707,223,18055
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Renata Glasc","Support",1,1,1,1,0,1,2,14,8767,36,6168
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Renekton","Top",7,1,1,0,1,0,1,4,12277,276,8013
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Ryze","Mid",12,8,5,3,5,21,21,40,108165,2449,96192
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Shen","Support",0,1,1,0,1,0,4,4,8266,56,2317
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Sion","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Tahm Kench","Support",1,2,1,2,0,2,2,9,15930,79,8247
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Thresh","Support",0,1,1,1,0,0,1,12,6741,25,3299
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Trundle","Jungle",1,1,1,1,0,0,2,5,11322,171,3280
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Tryndamere","No Pick",3,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Twisted Fate","Mid",15,5,3,4,1,16,9,30,77675,1484,67784
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Urgot","Top",0,1,1,0,1,2,4,3,10524,227,18423
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Varus","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Veigar","Mid",0,1,1,0,1,2,2,1,12929,300,21619
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Vex","Mid",1,3,2,2,1,10,5,19,32138,648,46847
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Viego","Jungle",3,7,4,3,4,33,19,18,83328,1289,59978
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Viktor","Mid",1,2,2,0,2,2,6,7,21091,527,25262
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Volibear","Jungle",2,6,4,2,4,16,18,34,62231,975,44400
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Xayah","Bot",3,14,6,6,8,40,31,55,200213,4605,280965
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Xin Zhao","Jungle",2,4,2,1,3,9,11,13,36137,572,22180
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Yuumi","Support",2,4,2,2,2,1,6,31,30765,61,41512
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Zeri","Bot",19,1,1,1,0,5,0,8,19702,428,21089
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Ziggs","Bot",0,4,1,2,2,20,8,16,59987,1275,91381
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Zilean","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Spring Playoffs","LoL Champions Korea","Korea",2022,"Zoe","Mid",0,1,1,0,1,6,4,9,15772,311,23758
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Aatrox","Mid",0,1,1,1,0,4,2,9,15183,282,20565
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Aatrox","Top",0,8,5,4,4,14,18,24,90980,2089,109985
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ahri","Mid",60,72,11,35,37,214,116,452,976290,21731,1256821
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Akali","Mid",17,13,5,6,7,60,18,42,170106,3684,196593
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Akali","Top",17,6,3,6,0,29,11,26,75174,1510,92411
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Akshan","Top",0,1,1,1,0,1,2,4,12069,266,15542
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Alistar","Support",7,8,6,3,5,0,31,43,52021,244,22506
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Amumu","Support",14,23,10,11,12,17,89,194,177084,934,134034
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Aphelios","Bot",29,72,12,36,36,260,153,284,1019617,22258,1267984
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ashe","Bot",3,10,7,6,4,27,12,61,122414,2517,155810
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ashe","Support",3,5,4,2,3,3,9,34,38614,157,54382
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Azir","Top",64,1,1,1,0,3,1,8,14280,263,20196
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Azir","Mid",64,78,11,38,40,185,168,341,1026124,22700,1514198
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Bard","Support",4,2,2,1,1,3,10,16,19067,78,15078
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Bel'Veth","Jungle",1,4,3,1,3,6,11,16,43233,805,27856
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Blitzcrank","Support",2,2,1,1,1,0,4,11,11355,50,9357
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Braum","Support",0,10,8,5,5,2,33,90,77615,362,45161
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Caitlyn","Bot",0,1,1,0,1,2,3,4,14375,353,15304
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Camille","Top",4,9,5,6,3,23,23,49,119757,2313,143541
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Camille","Support",4,1,1,0,1,0,3,1,6832,40,4858
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Corki","Mid",87,31,9,16,15,96,56,172,493973,10692,866064
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Diana","Jungle",6,2,1,1,1,4,6,16,22471,428,17212
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Draven","Bot",38,14,5,9,5,55,32,72,224412,4115,231697
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ezreal","Bot",30,35,9,17,18,99,66,128,522140,11624,799398
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Fiora","Top",3,5,4,2,3,16,9,17,73352,1579,89768
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Galio","Mid",8,19,6,9,10,30,43,124,223778,4864,224502
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gangplank","Top",53,53,11,27,26,143,114,243,796986,15533,1145326
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gnar","Top",49,116,11,58,58,248,289,467,1538128,31735,1976288
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gragas","Mid",6,1,1,0,1,1,2,3,13235,308,23115
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gragas","Support",6,1,1,0,1,0,4,7,7898,37,7871
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gragas","Top",6,21,9,11,10,31,47,120,214506,4314,272258
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Graves","Jungle",0,4,3,1,3,12,8,23,46897,865,41098
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Gwen","Top",92,68,10,28,40,156,177,220,888631,19385,1084886
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Hecarim","Jungle",0,2,2,1,1,3,4,13,26825,491,17801
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Irelia","Top",1,1,1,0,1,3,5,3,12340,276,12908
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jarvan IV","Jungle",5,4,2,1,3,3,16,27,36595,621,26936
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jarvan IV","Support",5,1,1,0,1,0,3,4,6066,15,4305
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jax","Top",2,4,1,1,3,2,11,14,46758,1015,42956
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jayce","Top",1,1,1,1,0,6,1,5,11600,223,18888
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jhin","Bot",3,2,2,0,2,1,1,2,25359,655,26294
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Jinx","Bot",8,30,9,15,15,106,59,127,431205,9734,579980
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kai'Sa","Bot",8,15,8,8,7,74,34,65,252542,5395,269658
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kalista","Bot",135,46,12,21,25,172,115,173,658312,14270,583950
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Karma","Mid",11,1,1,1,0,3,0,8,10939,228,17947
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Karma","Support",11,12,7,2,10,6,24,56,91394,347,94157
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Karthus","Jungle",0,1,1,1,0,9,5,20,18474,254,51881
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kassadin","Mid",1,1,1,0,1,1,4,1,12659,321,10311
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kayle","Top",14,6,5,2,4,13,14,24,91441,2039,94982
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kennen","Top",2,3,3,0,3,0,12,7,30934,712,38794
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kindred","Jungle",4,2,1,2,0,9,4,16,29218,549,42876
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Kog'Maw","Bot",1,5,5,1,4,15,17,20,86190,1911,133177
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"LeBlanc","Mid",2,9,5,5,4,23,20,40,109669,2378,169034
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lee Sin","Jungle",24,43,11,20,23,112,114,250,475823,7929,397590
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lee Sin","Support",24,1,1,1,0,6,2,14,10604,159,11503
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lee Sin","Top",24,2,2,1,1,10,5,8,28123,552,34611
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Leona","Support",9,16,6,9,7,8,55,131,122936,635,55990
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lillia","Jungle",0,1,1,1,0,2,4,9,14101,256,23023
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lissandra","Mid",35,31,8,15,16,60,71,176,400086,9094,449648
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lucian","Bot",142,33,10,14,19,137,80,117,508468,11058,779170
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Lulu","Support",14,33,10,13,20,11,65,223,249639,658,123465
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Miss Fortune","Bot",0,1,1,0,1,4,1,1,10524,235,12102
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Mordekaiser","Top",0,2,2,0,2,6,9,3,20124,426,27569
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Morgana","Jungle",0,2,1,2,0,6,5,25,26207,401,33891
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Nami","Support",0,32,11,12,20,20,78,240,268110,565,202682
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Nautilus","Support",37,46,11,20,26,23,155,313,330394,1652,178249
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Neeko","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Nilah","Bot",0,1,1,0,1,0,3,6,12517,284,10482
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Nocturne","Jungle",5,7,5,4,3,17,7,32,78987,1426,59902
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"None","No Pick",2,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Olaf","Top",2,3,1,0,3,8,14,13,41530,884,68454
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Orianna","Mid",2,5,4,2,3,5,8,18,69455,1710,87289
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ornn","Mid",53,2,1,1,1,3,5,15,23033,515,15320
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ornn","Support",53,1,1,1,0,0,2,7,11422,246,6721
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ornn","Top",53,41,10,22,19,39,89,268,453661,9515,501273
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Pantheon","Jungle",0,1,1,0,1,2,6,3,8696,146,6061
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Pantheon","Support",0,1,1,0,1,3,4,6,9827,88,11523
