"tournament","league","region","year","team","player","ingamerole","total_champions_played","total_matches","matches_won","matches_lost","total_games","games_won","games_lost","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Bang","Bot",10,18,11,13,42,16,26,152,95,150,582148,12479,577439
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Dread","Jungle",11,18,11,13,42,16,26,151,103,221,503520,9291,512734
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Fly","Mid",14,18,11,13,42,16,26,92,122,235,523147,11484,598665
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Kiin","Top",16,18,11,13,42,16,26,85,124,213,526704,11287,687894
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Lehends","Support",11,18,11,13,41,16,25,29,130,296,315656,1766,215314
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Afreeca Freecs","MapSSi","Support",1,1,0,1,1,0,1,0,5,12,8221,56,11549
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DRX","BAO","Bot",10,18,12,17,47,21,26,179,104,152,668062,14781,703830
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DRX","Becca","Support",12,18,12,17,47,21,26,35,150,313,357506,1946,206289
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DRX","Kingen","Top",16,18,12,17,47,21,26,91,121,250,599280,12260,738667
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DRX","Pyosik","Jungle",10,18,12,17,47,21,26,133,122,238,585118,11461,642668
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DRX","SOLKA","Mid",8,18,12,17,47,21,26,80,102,270,585199,13573,757370
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DWG KIA","BeryL","Support",13,18,17,8,43,33,10,50,150,388,364229,2389,304878
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DWG KIA","Canyon","Jungle",9,18,17,8,43,33,10,157,96,289,547777,10179,602230
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DWG KIA","Ghost","Bot",9,18,17,8,43,33,10,204,75,225,636873,12793,694257
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DWG KIA","Khan","Top",14,18,17,8,43,33,10,84,97,307,536155,10707,710047
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"DWG KIA","ShowMaker","Mid",12,18,17,8,43,33,10,152,68,287,606378,12972,790861
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Chieftain","Mid",2,1,0,1,2,0,2,1,8,1,15792,388,13352
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Chieftain","Jungle",1,1,0,1,1,0,1,3,4,6,12853,250,14596
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Delight","Support",9,18,7,14,39,12,27,22,112,257,280469,1440,156001
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Hena","Bot",8,18,7,14,39,12,27,130,80,148,548272,12925,519554
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Hoya","Top",10,18,7,14,39,12,27,55,100,156,428679,9382,444059
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Lava","Mid",12,13,5,11,28,8,20,46,59,142,354128,8276,421276
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","UmTi","Jungle",10,18,7,14,38,12,26,78,89,193,408272,7913,387132
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fredit BRION","Yaharong","Mid",6,5,2,3,9,4,5,26,17,53,109949,2468,133914
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Bdd","Mid",5,17,15,9,41,28,13,121,64,213,536702,12092,674157
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Clid","Jungle",7,16,14,9,39,26,13,115,76,221,439888,7675,376220
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Flawless","Jungle",4,2,2,1,5,3,2,12,8,23,54513,940,46349
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Karis","Mid",2,1,1,1,3,1,2,2,6,8,35493,865,27758
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Life","Support",11,18,16,10,44,29,15,26,104,302,328857,1596,185352
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Rascal","Top",13,18,16,10,44,29,15,113,106,211,581904,12373,561991
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gen.G","Ruler","Bot",11,18,16,10,44,29,15,158,71,176,648113,14711,642674
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Arthur","Jungle",8,10,8,9,27,14,13,92,75,173,293151,4981,269543
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Chovy","Mid",19,18,14,12,44,26,18,157,79,266,628124,14092,838412
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Deft","Bot",15,18,14,12,44,26,18,182,106,218,600897,12502,806734
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","DuDu","Top",6,6,1,6,8,1,7,22,20,23,94816,2055,121777
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Morgan","Top",14,17,14,8,36,25,11,77,75,234,426116,8767,489185
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Vsta","Support",17,18,14,12,44,26,18,35,136,369,332830,1801,248937
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","yoHan","Jungle",7,8,6,3,17,12,5,49,44,87,189501,3531,188053
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Blank","Jungle",7,8,6,6,17,9,8,44,41,117,201389,3540,169948
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Bonnie","Jungle",5,4,2,3,6,2,4,14,17,19,64971,1159,49618
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Doran","Top",15,18,12,15,45,18,27,86,120,215,593956,13073,752622
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Dove","Mid",9,8,6,6,17,8,9,35,29,60,221738,5191,250515
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","GIDEON","Jungle",8,9,5,8,22,7,15,46,50,83,243707,4753,180085
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","HyBriD","Bot",7,15,9,12,35,14,21,142,81,111,526453,11759,479039
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Noah","Bot",5,4,3,4,10,4,6,33,22,30,126796,2530,134152
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Ucal","Mid",8,13,7,11,28,10,18,80,69,141,395794,9150,539841
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"KT Rolster","Zzus","Support",6,18,12,15,45,18,27,20,145,310,341729,1836,153647
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Croco","Jungle",8,16,9,11,36,15,21,80,97,229,385883,6715,335283
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Effort","Support",8,18,9,13,40,15,25,27,146,270,287642,1478,156483
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","FATE","Mid",9,18,9,13,40,15,25,122,71,232,533657,12071,690520
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Leo","Bot",5,4,2,3,9,3,6,26,24,31,121452,2660,102595
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","OnFleek","Jungle",3,2,0,2,4,0,4,7,13,18,45981,877,32956
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Prince","Bot",5,9,5,6,20,9,11,82,45,67,277519,6203,309836
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Route","Bot",4,5,2,4,11,3,8,32,26,43,144169,3249,122370
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Summit","Top",12,18,9,13,40,15,25,104,131,198,509213,10892,644275
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Bay","Mid",9,18,11,13,42,18,24,66,105,234,491572,11166,566230
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nongshim RedForce","deokdam","Bot",8,18,11,13,42,18,24,183,89,141,589320,12730,621908
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Kellin","Support",6,18,11,13,42,18,24,24,130,309,302123,1471,201316
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Peanut","Jungle",8,18,11,13,42,18,24,119,100,223,489780,9443,518268
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Rich","Top",11,18,11,13,42,18,24,84,127,202,472160,9679,652953
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Canna","Top",10,10,9,6,25,15,10,70,71,148,330000,6794,359622
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Clozer","Mid",9,9,7,5,21,12,9,57,49,122,288984,6484,337220
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Cuzz","Jungle",8,6,5,2,13,10,3,43,23,113,156459,2666,164756
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Ellim","Jungle",7,8,8,6,22,12,10,46,36,137,237096,4232,177462
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Faker","Mid",7,9,9,5,23,15,8,70,40,157,281880,5923,342477
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Gumayusi","Bot",6,8,7,6,21,10,11,94,40,76,307801,6948,271606
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Keria","Support",15,18,16,10,44,27,17,43,119,379,353845,2219,257358
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Oner","Jungle",3,4,3,2,9,5,4,30,24,56,108023,1993,110349
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Teddy","Bot",8,11,9,4,23,17,6,117,45,146,348762,6812,446948
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"T1","Zeus","Top",7,8,7,4,19,12,7,42,47,104,225034,4629,248424
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DRX","BAO","Bot",3,1,1,1,4,1,3,11,12,14,55031,1239,67536
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DRX","Becca","Support",3,1,1,1,4,1,3,4,13,26,31217,151,16274
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DRX","Kingen","Top",2,1,1,1,4,1,3,12,14,15,54896,1156,80792
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DRX","Pyosik","Jungle",3,1,1,1,4,1,3,12,11,25,50868,1003,51789
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DRX","SOLKA","Mid",3,1,1,1,4,1,3,6,9,27,48565,1105,49761
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","BeryL","Support",5,2,2,0,6,6,0,11,13,41,61782,837,59103
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Canyon","Jungle",3,2,2,0,6,6,0,10,8,44,74784,1521,74314
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Ghost","Bot",4,2,2,0,6,6,0,27,8,40,83210,1288,118371
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Khan","Top",4,2,2,0,6,6,0,9,19,47,76842,1482,106086
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","ShowMaker","Mid",4,2,2,0,6,6,0,29,9,40,83565,1654,115816
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gen.G","Bdd","Mid",3,2,1,1,6,3,3,15,12,36,77580,1775,115640
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gen.G","Clid","Jungle",4,2,1,1,6,3,3,12,8,35,68579,1341,53523
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gen.G","Life","Support",5,2,1,1,6,3,3,6,11,33,45878,154,21464
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gen.G","Rascal","Top",3,2,1,1,6,3,3,7,13,32,72858,1552,67682
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gen.G","Ruler","Bot",4,2,1,1,6,3,3,27,9,24,96663,2225,121864
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Arthur","Jungle",3,2,1,1,3,1,2,13,6,16,33510,548,33629
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Chovy","Mid",5,2,1,2,8,3,5,39,22,32,119984,2730,179457
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Deft","Bot",5,2,1,2,8,3,5,14,19,42,113175,2719,153868
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Morgan","Top",6,2,1,2,8,3,5,19,20,35,98887,2037,126817
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Vsta","Support",3,2,1,2,8,3,5,2,26,48,59407,274,48542
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","yoHan","Jungle",4,2,1,2,5,2,3,8,15,23,55471,1033,51663
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Bay","Mid",4,1,1,1,5,2,3,11,18,25,67465,1484,60749
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nongshim RedForce","deokdam","Bot",2,1,1,1,5,2,3,24,13,20,79389,1802,139844
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Kellin","Support",3,1,1,1,5,2,3,7,10,39,41974,191,29908
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Peanut","Jungle",3,1,1,1,5,2,3,20,12,30,66201,1291,61893
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Rich","Top",3,1,1,1,5,2,3,4,20,38,62984,1362,89084
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"T1","Canna","Top",6,2,1,2,7,3,4,19,17,22,93393,1954,93427
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"T1","Cuzz","Jungle",4,2,1,2,7,3,4,14,11,31,80141,1515,63936
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"T1","Faker","Mid",4,2,1,2,7,3,4,15,16,21,92513,2089,113132
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"T1","Keria","Support",5,2,1,2,7,3,4,2,17,38,55037,396,28539
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"T1","Teddy","Bot",6,2,1,2,7,3,4,18,17,26,99246,2175,128342
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Dread","Jungle",12,18,14,14,46,25,21,128,95,278,557007,10078,513582
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Fly","Mid",14,18,14,14,46,25,21,103,110,254,600494,13120,674857
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Kiin","Top",15,18,14,14,46,25,21,107,99,218,660646,14443,842252
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Lehends","Support",11,18,14,14,46,25,21,25,100,347,371341,2214,201598
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Leo","Bot",9,18,14,14,46,25,21,167,85,227,685303,14842,841543
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","BAO","Bot",6,8,3,8,19,3,16,32,42,54,247287,6134,274659
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Becca","Support",9,8,3,8,19,3,16,11,57,87,130839,729,76379
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Destroy","Top",1,1,0,1,1,0,1,1,5,1,11131,276,7333
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Jett","Mid",6,9,3,9,21,4,17,49,73,79,253467,5645,227321
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Jun","Support",9,10,4,10,24,6,18,17,75,148,178352,988,106417
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Kingen","Top",15,18,7,18,42,9,33,65,118,157,509272,11436,609490
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Kingen","Mid",1,1,0,1,1,0,1,1,3,1,11097,258,7108
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Pyosik","Jungle",11,18,7,18,43,9,34,118,148,166,487630,9229,540404
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","SOLKA","Mid",12,9,4,9,21,5,16,23,51,84,252707,6062,262136
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DRX","Taeyoon","Bot",8,10,4,10,24,6,18,60,58,81,323001,7599,378539
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","BeryL","Support",18,18,17,8,43,29,14,31,127,331,344816,2205,243099
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","Canyon","Jungle",10,14,13,6,33,22,11,111,74,225,391200,6565,433189
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","Canyon","Mid",6,4,4,2,10,7,3,23,19,65,124747,2559,124949
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","Ghost","Bot",10,14,13,6,33,22,11,112,69,205,440705,9213,532541
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","Khan","Top",16,18,17,8,43,29,14,128,134,263,555861,10878,741123
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","Malrang","Jungle",4,4,4,2,10,7,3,44,16,50,113090,1802,99847
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","ShowMaker","Bot",5,4,4,2,10,7,3,35,17,57,141045,3157,174097
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"DWG KIA","ShowMaker","Mid",14,14,13,6,33,22,11,123,52,190,441865,9018,550003
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Chieftain","Jungle",2,2,1,1,2,1,1,6,4,10,20726,354,20869
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Delight","Support",10,18,15,15,48,20,28,36,113,313,363799,2017,201198
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Hena","Bot",8,18,15,15,48,20,28,102,93,219,659732,15456,736870
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Hoya","Top",11,18,15,15,48,20,28,100,118,190,571921,12218,632146
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Lava","Mid",12,18,14,15,45,19,26,125,85,201,593780,13487,723508
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","UmTi","Jungle",11,18,15,15,46,19,27,105,96,232,508884,9368,468993
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Fredit BRION","Yaharong","Mid",3,2,1,2,3,1,2,9,5,9,40134,881,58795
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Bdd","Mid",12,18,15,13,46,27,19,126,88,275,596479,12871,708536
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Burdol","Top",3,3,2,2,6,3,3,27,20,23,78478,1541,84404
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Clid","Jungle",9,17,14,12,43,26,17,109,84,262,478201,8149,394400
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Life","Support",14,18,15,13,46,27,19,18,126,371,345330,1489,166086
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Rascal","Top",10,16,13,12,40,24,16,140,91,205,561322,11859,602195
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","Ruler","Bot",9,18,15,13,46,27,19,183,73,211,686273,15598,895639
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gen.G","YoungJae","Jungle",3,1,1,1,3,1,2,2,8,19,29442,523,20641
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Arthur","Jungle",5,7,4,6,16,8,8,43,37,106,182027,3189,162051
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Chovy","Mid",21,18,10,15,43,17,26,132,81,195,596268,13626,715704
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Deft","Bot",15,18,10,15,43,17,26,117,101,206,583156,13307,815662
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","DuDu","Top",9,9,5,8,21,9,12,51,57,91,266452,5663,270806
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Morgan","Top",13,10,5,8,22,8,14,44,62,87,271915,5793,274951
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Vsta","Support",13,18,10,15,43,17,26,25,134,310,318981,1647,194198
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","Willer","Jungle",6,7,4,5,16,7,9,46,40,76,182460,3139,143450
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hanwha Life Esports","yoHan","Jungle",4,5,2,5,11,2,9,37,47,61,116483,1877,158985
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","5kid","Bot",8,6,4,5,15,7,8,41,19,56,212282,5164,236329
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Blank","Jungle",8,18,13,11,41,19,22,89,88,270,436850,7820,396342
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Doran","Top",13,18,14,14,46,21,25,135,119,230,599683,12830,754637
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Dove","Mid",11,18,13,14,45,20,25,170,96,206,569786,12318,684238
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","GIDEON","Jungle",4,4,2,3,5,2,3,8,11,25,54276,904,36700
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Harp","Support",11,11,10,8,28,14,14,11,83,217,213405,1728,126323
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Noah","Bot",11,12,10,9,31,14,17,85,79,158,396306,8309,443943
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Ucal","Mid",1,1,1,0,1,1,0,4,0,4,18831,375,11343
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"KT Rolster","Zzus","Support",8,8,5,6,18,7,11,4,52,115,124171,651,68680
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Croco","Jungle",9,18,15,14,47,26,21,94,118,290,508252,8580,521176
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Effort","Support",9,18,15,14,47,26,21,25,140,324,352206,1690,160290
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","FATE","Mid",15,18,15,14,47,26,21,120,82,215,639700,14327,676228
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Prince","Bot",9,18,15,14,47,26,21,154,80,181,666417,15353,745853
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Liiv SANDBOX","Summit","Top",13,18,15,14,47,26,21,121,148,214,616336,13253,742418
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nongshim RedForce","deokdam","Bot",12,18,15,13,46,27,19,156,76,206,660012,14109,925705
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Gori","Mid",14,18,15,13,46,27,19,145,113,213,628523,13649,768037
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Kellin","Support",11,18,15,13,46,27,19,30,116,366,371865,1940,241656
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Peanut","Jungle",14,18,15,13,46,27,19,135,84,264,579484,10834,569307
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nongshim RedForce","Rich","Top",13,18,15,13,46,27,19,123,124,236,610121,12471,836550
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Canna","Top",10,18,14,12,44,25,19,139,96,199,613805,12774,710300
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Cuzz","Jungle",9,10,7,6,23,12,11,54,52,141,272611,4815,270457
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Faker","Mid",16,18,14,12,44,25,19,99,89,213,589151,12704,585959
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Gumayusi","Bot",10,10,8,7,25,15,10,66,35,108,351366,8173,390813
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Keria","Support",11,18,14,12,44,25,19,32,105,314,363148,2542,224166
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Oner","Jungle",7,8,7,6,21,13,8,54,42,104,235956,3857,198037
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"T1","Teddy","Bot",6,8,6,5,19,10,9,60,28,111,284590,5717,377380
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Dread","Jungle",2,1,1,1,4,1,3,10,14,31,40843,685,41343
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Fly","Mid",2,1,1,1,4,1,3,13,13,21,50741,1136,60132
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Kiin","Top",3,1,1,1,4,1,3,15,10,17,53358,1101,68582
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Lehends","Support",2,1,1,1,4,1,3,5,16,24,28731,156,9929
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Afreeca Freecs","Leo","Bot",3,1,1,1,4,1,3,7,14,18,44847,997,49846
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","BeryL","Support",4,2,2,1,7,6,1,4,18,82,56545,298,38503
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Canyon","Jungle",4,2,2,1,7,6,1,37,18,65,85484,1191,95499
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Ghost","Bot",4,2,2,1,7,6,1,23,14,68,95342,1987,134160
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","Khan","Top",4,2,2,1,7,6,1,40,20,49,102354,1838,142228
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"DWG KIA","ShowMaker","Mid",4,2,2,1,7,6,1,34,17,64,98819,1825,118929
