OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2017 Season/Spring Playoffs,MVP,2,Beyond (Kim Kyu-seok),Jungle,South Korea
LCK/2017 Season/Spring Playoffs,MVP,3,Ian,Mid,South Korea
LCK/2017 Season/Spring Playoffs,MVP,4,MaHa,Bot,South Korea
LCK/2017 Season/Spring Playoffs,MVP,5,Max (Jeong Jong-bin),Support,South Korea
LCK/2017 Season/Spring Playoffs,MVP,6,Hell,Coach,South Korea
LCK/2017 Season/Spring Playoffs,MVP,7,Saroo,Coach,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,1,CuVee,Top,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,2,Ambition,Jungle,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,3,Haru,Jungle,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,4,Crown,Mid,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,5,Ruler,Bot,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,6,Stitch,Bot,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,7,CoreJJ,Support,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,8,Wraith,Support,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,9,Edgar,Coach,South Korea
LCK/2017 Season/Spring Playoffs,Samsung Galaxy,10,TrAce,Coach,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,1,Huni,Top,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,2,Peanut,Jungle,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,3,Faker,Mid,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,4,Bang,Bot,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,5,Wolf (Lee Jae-wan),Support,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,6,cCarter,Coach,South Korea
LCK/2017 Season/Spring Playoffs,SK Telecom T1,7,kkOma,Coach,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,1,Shy,Top,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,2,Haru,Jungle,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,3,Bdd,Mid,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,4,Sky (Kim Ha-neul),Mid,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,5,Kramer,Bot,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,6,MadLife,Support,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,7,Reach (Park Jung-suk),Coach,South Korea
LCK/2017 Season/Spring Promotion,CJ Entus,8,Cain,Coach,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,2,Firetrap,Top,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,3,Ares (Kim Min-kwon),Jungle,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,4,Bless (Choi Hyeon-woong),Jungle,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,5,Tempt,Mid,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,6,LokeN,Bot,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,7,Key,Support,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,8,Totoro (Eun Jong-seop),Support,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,9,Kim Ga-ram,Coach,South Korea
LCK/2017 Season/Spring Promotion,ESC Ever,10,Cho Gye-hyeon,Coach,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,1,Roach,Top,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,2,Punch,Jungle,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,3,Edge,Mid,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,4,SSol,Bot,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,5,GuGer,Support,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,6,viNylCat,Coach,South Korea
LCK/2017 Season/Spring Promotion,Kongdoo Monster,7,Zefa,Coach,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,1,Soul (Seo Hyeon-seok),Top,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,2,Flawless,Jungle,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,3,SaSin,Mid,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,4,Nuclear,Bot,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,5,lehends,Support,South Korea
LCK/2017 Season/Spring Promotion,SBENU Korea,6,Park Jae-seok,Coach,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,1,MaRin,Top,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,3,Mowgli,Jungle,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,4,Kuro,Mid,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,5,Kramer,Bot,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,6,TusiN,Support,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,7,iloveoov,Coach,South Korea
LCK/2017 Season/Spring Season,Afreeca Freecs,8,Cho Gye-hyeon,Coach,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,2,Part,Top,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,3,Bless (Choi Hyeon-woong),Jungle,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,4,Tempt,Mid,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,5,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,6,Totoro (Eun Jong-seop),Support,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,7,Kim Ga-ram,Coach,South Korea
LCK/2017 Season/Spring Season,bbq Olivers,8,Ares (Kim Min-kwon),Coach,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,1,ikssu,Top,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,2,SoHwan,Top,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,3,UmTi,Jungle,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,4,Raise,Jungle,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,5,Kuzan,Mid,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,6,Teddy,Bot,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,7,SnowFlower,Support,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,8,Han Sang-yong,Coach,South Korea
LCK/2017 Season/Spring Season,Jin Air Green Wings,9,Sweet (Chun Jung-hee),Coach,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,1,Roach,Top,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,2,Punch,Jungle,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,3,Edge,Mid,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,4,SSol,Bot,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,5,GuGer,Support,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,6,Secret (Park Ki-sun),Support,South Korea
LCK/2017 Season/Spring Season,Kongdoo Monster,7,MC (Jang Min-chul),Coach,South Korea
LCK/2017 Season/Spring Season,KT Rolster,1,Smeb,Top,South Korea
LCK/2017 Season/Spring Season,KT Rolster,2,Score,Jungle,South Korea
LCK/2017 Season/Spring Season,KT Rolster,3,PawN,Mid,South Korea
LCK/2017 Season/Spring Season,KT Rolster,4,Deft,Bot,South Korea
LCK/2017 Season/Spring Season,KT Rolster,5,Mata,Support,South Korea
LCK/2017 Season/Spring Season,KT Rolster,6,Lee Ji-hoon,Coach,South Korea
LCK/2017 Season/Spring Season,KT Rolster,7,ZanDarc,Coach,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,1,Expession,Top,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,2,Crash,Jungle,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,3,Fly (Song Yong-jun),Mid,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,4,PraY,Bot,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,5,GorillA,Support,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,6,Hirai,Coach,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,7,SSONG,Coach,South Korea
LCK/2017 Season/Spring Season,Longzhu Gaming,8,Kim Jeong-soo,Coach,South Korea
LCK/2017 Season/Spring Season,MVP,1,ADD,Top,South Korea
LCK/2017 Season/Spring Season,MVP,2,Beyond (Kim Kyu-seok),Jungle,South Korea
LCK/2017 Season/Spring Season,MVP,3,Ian,Mid,South Korea
LCK/2017 Season/Spring Season,MVP,4,MaHa,Bot,South Korea
LCK/2017 Season/Spring Season,MVP,5,Max (Jeong Jong-bin),Support,South Korea
LCK/2017 Season/Spring Season,MVP,6,Hell,Coach,South Korea
LCK/2017 Season/Spring Season,MVP,7,Saroo,Coach,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,1,Lindarang,Top,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,2,Shy,Top,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,3,Seonghwan,Jungle,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,4,Mightybear,Jungle,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,5,Mickey (Son Young-min),Mid,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,6,Sangyoon,Bot,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,7,Key,Support,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,8,OnAir,Coach,South Korea
LCK/2017 Season/Spring Season,ROX Tigers,9,gosu,Coach,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,1,CuVee,Top,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,2,Ambition,Jungle,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,3,Haru,Jungle,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,4,Crown,Mid,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,5,Ruler,Bot,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,6,Stitch,Bot,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,7,CoreJJ,Support,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,8,Wraith,Support,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,9,Edgar,Coach,South Korea
LCK/2017 Season/Spring Season,Samsung Galaxy,10,TrAce,Coach,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,1,Huni,Top,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,2,Profit,Top,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,3,Peanut,Jungle,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,4,Blank (Kang Sun-gu),Jungle,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,5,Faker,Mid,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,6,Bang,Bot,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,7,Wolf (Lee Jae-wan),Support,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,8,cCarter,Coach,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,9,kkOma,Coach,South Korea
LCK/2017 Season/Spring Season,SK Telecom T1,10,RapidStar,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,1,MaRin,Top,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,3,Kuro,Mid,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,4,Kramer,Bot,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,5,TusiN,Support,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,6,iloveoov,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Afreeca Freecs,7,Cho Gye-hyeon,Coach,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,1,Smeb,Top,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,2,Score,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,3,PawN,Mid,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,4,Deft,Bot,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,5,Mata,Support,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,6,Lee Ji-hoon,Coach,South Korea
LCK/2017 Season/Summer Playoffs,KT Rolster,7,ZanDarc,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,1,Khan,Top,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,2,Cuzz,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,3,Bdd,Mid,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,4,PraY,Bot,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,5,GorillA,Support,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,6,Kim Jeong-soo,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Longzhu Gaming,7,Supreme,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,1,CuVee,Top,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,2,Haru,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,3,Ambition,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,4,Crown,Mid,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,5,Ruler,Bot,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,6,Stitch,Bot,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,7,CoreJJ,Support,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,8,Wraith,Support,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,9,Edgar,Coach,South Korea
LCK/2017 Season/Summer Playoffs,Samsung Galaxy,10,TrAce,Coach,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,1,Untara,Top,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,2,Huni,Top,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,3,Peanut,Jungle,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,4,Blank (Kang Sun-gu),Jungle,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,5,Faker,Mid,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,6,Bang,Bot,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,7,Wolf (Lee Jae-wan),Support,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,8,cCarter,Coach,South Korea
LCK/2017 Season/Summer Playoffs,SK Telecom T1,9,kkOma,Coach,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,1,Soul (Seo Hyeon-seok),Top,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,2,Winged,Jungle,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,3,Candy (Kim Seung-ju),Mid,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,4,Veritas,Bot,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,5,Pure,Support,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,6,Reach (Park Jung-suk),Coach,South Korea
LCK/2017 Season/Summer Promotion,CJ Entus,7,viNylCat,Coach,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,1,Helper (Kwon Yeong-jae),Top,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,2,Malrang,Jungle,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,3,Cepted,Mid,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,4,Deul,Bot,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,5,Ella,Support,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,6,SpawN (Park Shi-han),Coach,South Korea
LCK/2017 Season/Summer Promotion,Ever8 Winners,7,Alvingo,Coach,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,1,SoHwan,Top,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,2,ikssu,Top,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,3,UmTi,Jungle,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,4,Kuzan,Mid,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,5,Teddy,Bot,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,6,SnowFlower,Support,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,7,Han Sang-yong,Coach,South Korea
LCK/2017 Season/Summer Promotion,Jin Air Green Wings,8,Sweet (Chun Jung-hee),Coach,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,1,Roach,Top,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,2,Punch,Jungle,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,3,Edge,Mid,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,4,SSol,Bot,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,5,GuGer,Support,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,6,MC (Jang Min-chul),Coach,South Korea
LCK/2017 Season/Summer Promotion,Kongdoo Monster,7,Zefa,Coach,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,1,MaRin,Top,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,3,Mowgli,Jungle,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,4,Kuro,Mid,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,5,Kramer,Bot,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,6,TusiN,Support,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,7,iloveoov,Coach,South Korea
LCK/2017 Season/Summer Season,Afreeca Freecs,8,Cho Gye-hyeon,Coach,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,2,Bless (Choi Hyeon-woong),Jungle,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,3,Tempt,Mid,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,4,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,5,Totoro (Eun Jong-seop),Support,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,6,Kim Ga-ram,Coach,South Korea
LCK/2017 Season/Summer Season,bbq Olivers,7,Ares (Kim Min-kwon),Coach,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,1,Helper (Kwon Yeong-jae),Top,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,2,Kiin,Top,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,3,Malrang,Jungle,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,4,Cepted,Mid,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,5,DeuL,Bot,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,6,Ella,Support,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,7,Comeback (Ha Seung-chan),"Support,Jungle",South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,8,SpawN (Park Shi-han),Coach,South Korea
LCK/2017 Season/Summer Season,Ever8 Winners,9,Alvingo,Coach,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,1,ikssu,Top,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,2,SoHwan,Top,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,3,UmTi,Jungle,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,4,Raise,Jungle,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,5,Kuzan,Mid,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,6,Teddy,Bot,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,7,SnowFlower,Support,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,8,Han Sang-yong,Coach,South Korea
LCK/2017 Season/Summer Season,Jin Air Green Wings,9,Ccomet,Coach,South Korea
LCK/2017 Season/Summer Season,KT Rolster,1,Smeb,Top,South Korea
LCK/2017 Season/Summer Season,KT Rolster,2,Score,Jungle,South Korea
LCK/2017 Season/Summer Season,KT Rolster,3,PawN,Mid,South Korea
LCK/2017 Season/Summer Season,KT Rolster,4,Deft,Bot,South Korea
LCK/2017 Season/Summer Season,KT Rolster,5,Mata,Support,South Korea
LCK/2017 Season/Summer Season,KT Rolster,6,Lee Ji-hoon,Coach,South Korea
LCK/2017 Season/Summer Season,KT Rolster,7,ZanDarc,Coach,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,1,Khan,Top,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,2,Rascal,Top,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,3,Cuzz,Jungle,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,4,Bdd,Mid,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,5,PraY,Bot,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,6,GorillA,Support,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,7,Kim Jeong-soo,Coach,South Korea
LCK/2017 Season/Summer Season,Longzhu Gaming,8,Supreme,Coach,South Korea
LCK/2017 Season/Summer Season,MVP,1,ADD,Top,South Korea
LCK/2017 Season/Summer Season,MVP,2,Beyond (Kim Kyu-seok),Jungle,South Korea
LCK/2017 Season/Summer Season,MVP,3,Ian,Mid,South Korea
LCK/2017 Season/Summer Season,MVP,4,MaHa,Bot,South Korea
LCK/2017 Season/Summer Season,MVP,5,Max (Jeong Jong-bin),Support,South Korea
LCK/2017 Season/Summer Season,MVP,6,Hell,Coach,South Korea
LCK/2017 Season/Summer Season,MVP,7,Saroo,Coach,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,1,Lindarang,Top,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,2,Shy,Top,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,3,SeongHwan,Jungle,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,4,Mightybear,Jungle,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,5,Mickey (Son Young-min),Mid,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,6,Lava,Mid,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,7,Crow (Kim Seon-gyu),Mid,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,8,Sangyoon,Bot,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,9,Key,Support,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,10,OnAir,Coach,South Korea
LCK/2017 Season/Summer Season,ROX Tigers,11,Xero,Coach,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,1,CuVee,Top,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,2,Ambition,Jungle,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,3,Haru,Jungle,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,4,Crown,Mid,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,5,Ruler,Bot,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,6,CoreJJ,Support,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,7,Edgar,Coach,South Korea
LCK/2017 Season/Summer Season,Samsung Galaxy,8,TrAce,Coach,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,1,Huni,Top,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,2,Untara,Top,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,3,Peanut,Jungle,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,4,Blank (Kang Sun-gu),Jungle,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,5,Faker,Mid,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,6,Bang,Bot,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,7,Wolf (Lee Jae-wan),Support,South Korea
LCK/2017 Season/Summer Season,SK Telecom T1,8,cCarter,Coach,South Korea
