OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2022 Season/Spring Season,Nongshim RedForce,2,DnDn,Top,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,3,Dread (Lee Jin-hyeok),Jungle,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,4,Sylvie,Jungle,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,5,Bdd,Mid,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,6,FIESTA (An Hyeon-seo),Mid,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,7,Ghost (Jang Yong-jun),"Bot,Support",South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,8,vital,Bot,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,9,Effort,Support,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,10,Peter (Jeong Yoon-su),Support,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,11,Blessing,Support,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,12,sBs,Coach,South Korea
LCK/2022 Season/Spring Season,Nongshim RedForce,13,Comet,Coach,South Korea
LCK/2022 Season/Spring Season,T1,1,Zeus,Top,South Korea
LCK/2022 Season/Spring Season,T1,2,Oner,Jungle,South Korea
LCK/2022 Season/Spring Season,T1,3,Faker,Mid,South Korea
LCK/2022 Season/Spring Season,T1,4,Gumayusi,Bot,South Korea
LCK/2022 Season/Spring Season,T1,5,Keria,Support,South Korea
LCK/2022 Season/Spring Season,T1,6,Polt,Coach,South Korea
LCK/2022 Season/Spring Season,T1,7,moment,Coach,South Korea
LCK/2022 Season/Summer Playoffs,DRX,1,Kingen,Top,South Korea
LCK/2022 Season/Summer Playoffs,DRX,2,Pyosik,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,DRX,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2022 Season/Summer Playoffs,DRX,4,Deft,Bot,South Korea
LCK/2022 Season/Summer Playoffs,DRX,5,BeryL,Support,South Korea
LCK/2022 Season/Summer Playoffs,DRX,6,Ssong,Coach,South Korea
LCK/2022 Season/Summer Playoffs,DRX,7,Mowgli,Coach,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,1,Burdol,Top,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,2,Nuguri,Top,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,3,Canyon,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,4,ShowMaker,Mid,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,5,deokdam,Bot,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,6,Kellin,Support,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,7,Daeny,Coach,South Korea
LCK/2022 Season/Summer Playoffs,DWG KIA,8,Zefa,Coach,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,2,Peanut,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,4,Ruler,Bot,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,5,Lehends,Support,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,6,Score,Coach,South Korea
LCK/2022 Season/Summer Playoffs,Gen.G,7,Mafa,Coach,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,1,Rascal,Top,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,2,Cuzz,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,3,VicLa,Mid,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,4,Aiming,Bot,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,5,Life,Support,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,6,supreme,Coach,South Korea
LCK/2022 Season/Summer Playoffs,KT Rolster,7,Acorn,Coach,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,1,Dove,Top,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,2,Croco,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,3,Clozer,Mid,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,4,Prince (Lee Chae-hwan),Bot,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,5,Kael (Kim Jin-hong),Support,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,6,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2022 Season/Summer Playoffs,Liiv SANDBOX,7,Joker (Cho Jae-eup),Coach,South Korea
LCK/2022 Season/Summer Playoffs,T1,1,Zeus,Top,South Korea
LCK/2022 Season/Summer Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2022 Season/Summer Playoffs,T1,3,Faker,Mid,South Korea
LCK/2022 Season/Summer Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2022 Season/Summer Playoffs,T1,5,Keria,Support,South Korea
LCK/2022 Season/Summer Playoffs,T1,6,Polt,Coach,South Korea
LCK/2022 Season/Summer Playoffs,T1,7,moment,Coach,South Korea
LCK/2022 Season/Summer Season,DRX,1,Kingen,Top,South Korea
LCK/2022 Season/Summer Season,DRX,2,Pyosik,Jungle,South Korea
LCK/2022 Season/Summer Season,DRX,3,Juhan,Jungle,South Korea
LCK/2022 Season/Summer Season,DRX,4,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2022 Season/Summer Season,DRX,5,Deft,Bot,South Korea
LCK/2022 Season/Summer Season,DRX,6,BeryL,Support,South Korea
LCK/2022 Season/Summer Season,DRX,7,Mowgli,Coach,South Korea
LCK/2022 Season/Summer Season,DRX,8,Ssong,Coach,South Korea
LCK/2022 Season/Summer Season,DWG KIA,1,Nuguri,Top,South Korea
LCK/2022 Season/Summer Season,DWG KIA,2,Canyon,Jungle,South Korea
LCK/2022 Season/Summer Season,DWG KIA,3,ShowMaker,Mid,South Korea
LCK/2022 Season/Summer Season,DWG KIA,4,deokdam,Bot,South Korea
LCK/2022 Season/Summer Season,DWG KIA,5,Kellin,Support,South Korea
LCK/2022 Season/Summer Season,DWG KIA,6,Bible,Support,South Korea
LCK/2022 Season/Summer Season,DWG KIA,7,Daeny,Coach,South Korea
LCK/2022 Season/Summer Season,DWG KIA,8,Zefa,Coach,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,1,Morgan,Top,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,2,Sw0rd,Top,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,3,UmTi,Jungle,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,4,Raptor (Jeon Eo-jin),Jungle,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,5,Lava,Mid,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,6,Hena,Bot,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,7,Gamin,Bot,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,8,Delight,Support,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,9,Edgar,Coach,South Korea
LCK/2022 Season/Summer Season,Fredit BRION,10,Drinker,Coach,South Korea
LCK/2022 Season/Summer Season,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2022 Season/Summer Season,Gen.G,2,Peanut,Jungle,South Korea
LCK/2022 Season/Summer Season,Gen.G,3,Chovy,Mid,South Korea
LCK/2022 Season/Summer Season,Gen.G,4,Ruler,Bot,South Korea
LCK/2022 Season/Summer Season,Gen.G,5,Lehends,Support,South Korea
LCK/2022 Season/Summer Season,Gen.G,6,Score,Coach,South Korea
LCK/2022 Season/Summer Season,Gen.G,7,Mafa,Coach,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,2,OnFleek,Jungle,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,3,Willer,Jungle,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,4,Karis,Mid,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,5,SamD,Bot,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,6,Cheoni,Bot,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,7,Vsta,Support,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,8,SuDal,Coach,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,9,DanDy,Coach,South Korea
LCK/2022 Season/Summer Season,Hanwha Life Esports,10,Kezman,Coach,South Korea
LCK/2022 Season/Summer Season,KT Rolster,1,Rascal,Top,South Korea
LCK/2022 Season/Summer Season,KT Rolster,2,Cuzz,Jungle,South Korea
LCK/2022 Season/Summer Season,KT Rolster,3,Aria (Lee Ga-eul),Mid,South Korea
LCK/2022 Season/Summer Season,KT Rolster,4,VicLa,Mid,South Korea
LCK/2022 Season/Summer Season,KT Rolster,5,Aiming,Bot,South Korea
LCK/2022 Season/Summer Season,KT Rolster,6,Life,Support,South Korea
LCK/2022 Season/Summer Season,KT Rolster,7,Hirai,Coach,South Korea
LCK/2022 Season/Summer Season,KT Rolster,8,Acorn,Coach,South Korea
LCK/2022 Season/Summer Season,KT Rolster,9,supreme,Coach,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,1,Kiin,Top,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,2,Ellim,Jungle,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,3,FATE (Yoo Su-hyeok),Mid,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,4,Teddy,Bot,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,5,Hoit,Support,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,6,Moham,Support,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,7,Cain,Coach,South Korea
LCK/2022 Season/Summer Season,Kwangdong Freecs,8,Alvingo,Coach,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,1,Dove,Top,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,2,Croco,Jungle,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,3,Clozer,Mid,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,4,Prince (Lee Chae-hwan),Bot,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,5,Kael (Kim Jin-hong),Support,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,6,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2022 Season/Summer Season,Liiv SANDBOX,7,Joker (Cho Jae-eup),Coach,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,1,Canna,Top,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,2,Dread (Lee Jin-hyeok),Jungle,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,3,Sylvie,Jungle,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,4,Bdd,Mid,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,5,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,6,Effort,Support,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,7,Peter (Jeong Yoon-su),Support,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,8,SnowFlower,Support,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,9,Irean,Coach,South Korea
LCK/2022 Season/Summer Season,Nongshim RedForce,10,Comet,Coach,South Korea
LCK/2022 Season/Summer Season,T1,1,Zeus,Top,South Korea
LCK/2022 Season/Summer Season,T1,2,Oner,Jungle,South Korea
LCK/2022 Season/Summer Season,T1,3,Faker,Mid,South Korea
LCK/2022 Season/Summer Season,T1,4,Gumayusi,Bot,South Korea
LCK/2022 Season/Summer Season,T1,5,Keria,Support,South Korea
LCK/2022 Season/Summer Season,T1,6,Polt,Coach,South Korea
LCK/2022 Season/Summer Season,T1,7,moment,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,1,Canna,Top,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,2,Canyon,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,4,Deft,Bot,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,5,Kellin,Support,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,6,Acorn,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Dplus KIA,7,GorillA,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,2,Peanut,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,4,Peyz,Bot,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,5,Delight,Support,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,6,Score,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Gen.G,7,Mafa,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,1,Kingen,Top,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,2,Clid,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,3,ZEKA (Kim Geon-woo),Mid,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,5,Life,Support,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,1,Kiin,Top,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,2,Cuzz,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,3,Bdd,Mid,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,4,Aiming,Bot,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,5,Lehends,Support,South Korea
LCK/2023 Season/Spring Playoffs,KT Rolster,6,supreme,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,1,Burdol,Top,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,2,Willer,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,3,Clozer,Mid,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,4,Envyy,Bot,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,5,Kael (Kim Jin-hong),Support,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,6,Ryu,Coach,South Korea
LCK/2023 Season/Spring Playoffs,Liiv SANDBOX,7,Lyn,Coach,South Korea
LCK/2023 Season/Spring Playoffs,T1,1,Zeus,Top,South Korea
LCK/2023 Season/Spring Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2023 Season/Spring Playoffs,T1,3,Faker,Mid,South Korea
LCK/2023 Season/Spring Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2023 Season/Spring Playoffs,T1,5,Keria,Support,South Korea
LCK/2023 Season/Spring Playoffs,T1,6,Bengi,Coach,South Korea
LCK/2023 Season/Spring Playoffs,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2023 Season/Spring Season,BRION,1,Morgan,Top,South Korea
LCK/2023 Season/Spring Season,BRION,2,UmTi,Jungle,South Korea
LCK/2023 Season/Spring Season,BRION,3,Karis,Mid,South Korea
LCK/2023 Season/Spring Season,BRION,4,Hena,Bot,South Korea
LCK/2023 Season/Spring Season,BRION,5,Effort,Support,South Korea
LCK/2023 Season/Spring Season,BRION,6,Edgar,Coach,South Korea
LCK/2023 Season/Spring Season,BRION,7,Drinker,Coach,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,1,Canna,Top,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,2,Canyon,Jungle,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,4,Deft,Bot,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,5,Kellin,Support,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,6,Acorn,Coach,South Korea
LCK/2023 Season/Spring Season,Dplus KIA,7,GorillA,Coach,South Korea
LCK/2023 Season/Spring Season,DRX,1,Rascal,Top,South Korea
LCK/2023 Season/Spring Season,DRX,2,Croco,Jungle,South Korea
LCK/2023 Season/Spring Season,DRX,3,Juhan,Jungle,South Korea
LCK/2023 Season/Spring Season,DRX,4,FATE (Yoo Su-hyeok),Mid,South Korea
LCK/2023 Season/Spring Season,DRX,5,deokdam,Bot,South Korea
LCK/2023 Season/Spring Season,DRX,6,Pleata,Bot,South Korea
LCK/2023 Season/Spring Season,DRX,7,BeryL,Support,South Korea
LCK/2023 Season/Spring Season,DRX,8,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2023 Season/Spring Season,DRX,9,Shine (Shin Dong-wook),Coach,South Korea
LCK/2023 Season/Spring Season,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2023 Season/Spring Season,Gen.G,2,Peanut,Jungle,South Korea
LCK/2023 Season/Spring Season,Gen.G,3,Chovy,Mid,South Korea
LCK/2023 Season/Spring Season,Gen.G,4,Peyz,Bot,South Korea
LCK/2023 Season/Spring Season,Gen.G,5,Delight,Support,South Korea
LCK/2023 Season/Spring Season,Gen.G,6,Score,Coach,South Korea
LCK/2023 Season/Spring Season,Gen.G,7,Mafa,Coach,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,1,Kingen,Top,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,2,Clid,Jungle,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,3,ZEKA (Kim Geon-woo),Mid,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,5,Life,Support,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2023 Season/Spring Season,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2023 Season/Spring Season,KT Rolster,1,Kiin,Top,South Korea
LCK/2023 Season/Spring Season,KT Rolster,2,Cuzz,Jungle,South Korea
LCK/2023 Season/Spring Season,KT Rolster,3,Bdd,Mid,South Korea
LCK/2023 Season/Spring Season,KT Rolster,4,Aiming,Bot,South Korea
LCK/2023 Season/Spring Season,KT Rolster,5,Lehends,Support,South Korea
LCK/2023 Season/Spring Season,KT Rolster,6,Hirai,Coach,South Korea
LCK/2023 Season/Spring Season,KT Rolster,7,RapidStar,Coach,South Korea
LCK/2023 Season/Spring Season,KT Rolster,8,supreme,Coach,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,2,YoungJae,Jungle,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,3,BuLLDoG (Lee Tae-young),Mid,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,4,Taeyoon,Bot,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,5,Jun (Yoon Se-jun),Support,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,6,Moham,Support,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,7,cvMax,Coach,South Korea
LCK/2023 Season/Spring Season,Kwangdong Freecs,8,Alvingo,Coach,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,1,Burdol,Top,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,2,Willer,Jungle,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,3,Clozer,Mid,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,4,Envyy,Bot,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,5,Kael (Kim Jin-hong),Support,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,6,Ryu,Coach,South Korea
LCK/2023 Season/Spring Season,Liiv SANDBOX,7,Lyn,Coach,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,1,DnDn,Top,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,2,Sylvie,Jungle,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,3,FIESTA (An Hyeon-seo),Mid,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,4,Callme,Mid,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,5,vital,Bot,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,6,Peter (Jeong Yoon-su),Support,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,7,Irean,Coach,South Korea
LCK/2023 Season/Spring Season,Nongshim RedForce,8,Coco,Coach,South Korea
LCK/2023 Season/Spring Season,T1,1,Zeus,Top,South Korea
LCK/2023 Season/Spring Season,T1,2,Oner,Jungle,South Korea
LCK/2023 Season/Spring Season,T1,3,Faker,Mid,South Korea
LCK/2023 Season/Spring Season,T1,4,Gumayusi,Bot,South Korea
LCK/2023 Season/Spring Season,T1,5,Keria,Support,South Korea
LCK/2023 Season/Spring Season,T1,6,Bengi,Coach,South Korea
LCK/2023 Season/Spring Season,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,1,Canna,Top,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,2,Canyon,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,4,Deft,Bot,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,5,Kellin,Support,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,6,Acorn,Coach,South Korea
LCK/2023 Season/Summer Playoffs,Dplus KIA,7,GorillA,Coach,South Korea
LCK/2023 Season/Summer Playoffs,DRX,1,Rascal,Top,South Korea
LCK/2023 Season/Summer Playoffs,DRX,2,Croco,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,DRX,3,FATE (Yoo Su-hyeok),Mid,South Korea
LCK/2023 Season/Summer Playoffs,DRX,4,Paduck,Bot,South Korea
LCK/2023 Season/Summer Playoffs,DRX,5,BeryL,Support,South Korea
LCK/2023 Season/Summer Playoffs,DRX,6,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2023 Season/Summer Playoffs,DRX,7,Shine (Shin Dong-wook),Coach,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,2,Peanut,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,4,Peyz,Bot,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,5,Delight,Support,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,6,Score,Coach,South Korea
LCK/2023 Season/Summer Playoffs,Gen.G,7,Mafa,Coach,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,1,Kingen,Top,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,2,Grizzly,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,5,Life,Support,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2023 Season/Summer Playoffs,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,1,Kiin,Top,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,2,Cuzz,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,3,Bdd,Mid,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,4,Aiming,Bot,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,5,Lehends,Support,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,6,supreme,Coach,South Korea
LCK/2023 Season/Summer Playoffs,KT Rolster,7,RapidStar,Coach,South Korea
LCK/2023 Season/Summer Playoffs,T1,1,Zeus,Top,South Korea
LCK/2023 Season/Summer Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2023 Season/Summer Playoffs,T1,3,Faker,Mid,South Korea
LCK/2023 Season/Summer Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2023 Season/Summer Playoffs,T1,5,Keria,Support,South Korea
LCK/2023 Season/Summer Playoffs,T1,6,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2023 Season/Summer Playoffs,T1,7,Roach,Coach,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,1,Canna,Top,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,2,Canyon,Jungle,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,4,Deft,Bot,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,5,Rahel,Bot,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,6,Kellin,Support,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,7,Bible,Support,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,8,Acorn,Coach,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,9,GorillA,Coach,South Korea
LCK/2023 Season/Summer Season,Dplus KIA,10,Bubbling,Coach,South Korea
LCK/2023 Season/Summer Season,DRX,1,Rascal,Top,South Korea
LCK/2023 Season/Summer Season,DRX,2,Croco,Jungle,South Korea
LCK/2023 Season/Summer Season,DRX,3,Juhan,Jungle,South Korea
LCK/2023 Season/Summer Season,DRX,4,kyeahoo,Mid,South Korea
LCK/2023 Season/Summer Season,DRX,5,FATE (Yoo Su-hyeok),Mid,South Korea
LCK/2023 Season/Summer Season,DRX,6,Paduck,Bot,South Korea
LCK/2023 Season/Summer Season,DRX,7,BeryL,Support,South Korea
LCK/2023 Season/Summer Season,DRX,8,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2023 Season/Summer Season,DRX,9,Shine (Shin Dong-wook),Coach,South Korea
LCK/2023 Season/Summer Season,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2023 Season/Summer Season,Gen.G,2,Peanut,Jungle,South Korea
LCK/2023 Season/Summer Season,Gen.G,3,Chovy,Mid,South Korea
LCK/2023 Season/Summer Season,Gen.G,4,Peyz,Bot,South Korea
LCK/2023 Season/Summer Season,Gen.G,5,Delight,Support,South Korea
LCK/2023 Season/Summer Season,Gen.G,6,Score,Coach,South Korea
LCK/2023 Season/Summer Season,Gen.G,7,Mafa,Coach,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,1,Kingen,Top,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,2,Clid,Jungle,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,3,Grizzly,Jungle,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,4,Zeka (Kim Geon-woo),Mid,South Korea
